City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Description
301,Makakilo City,21.3469,-158.0858,82.99,light rain,61,20,10.36,US,light rain
302,Cairns,-16.9167,145.7667,73.99,moderate rain,100,90,3.44,AU,moderate rain
303,Leh,34.1667,77.5833,32.68,light snow,78,100,3.62,IN,light snow
304,Sao Filipe,14.8961,-24.4956,72.75,overcast clouds,74,100,10.65,CV,overcast clouds
305,Rio Gallegos,-51.6226,-69.2181,46.4,clear sky,61,0,18.41,AR,clear sky
306,Kavaratti,10.5669,72.642,83.19,overcast clouds,71,87,6.24,IN,overcast clouds
307,Savannakhet,16.566,104.751,81.97,broken clouds,64,82,1.32,LA,broken clouds
308,Shahr-E Babak,30.1165,55.1186,63.43,scattered clouds,23,25,5.46,IR,scattered clouds
309,Pisco,-13.7,-76.2167,68.0,clear sky,83,0,24.16,PE,clear sky
310,Kendari,-3.945,122.4989,75.33,overcast clouds,92,100,4.09,ID,overcast clouds
311,Cabedelo,-6.9811,-34.8339,78.8,few clouds,100,20,6.91,BR,few clouds
312,Jacareacanga,-6.2222,-57.7528,75.54,broken clouds,87,81,2.1,BR,broken clouds
313,Tetouan,35.5711,-5.3724,59.0,few clouds,82,20,17.27,MA,few clouds
314,Prado,-17.3411,-39.2208,74.73,overcast clouds,88,98,1.05,BR,overcast clouds
315,Port Elizabeth,-33.918,25.5701,60.8,clear sky,94,0,5.75,ZA,clear sky
316,Sechura,-5.5569,-80.8222,76.71,broken clouds,58,60,17.83,PE,broken clouds
317,Tuatapere,-46.1333,167.6833,57.0,light rain,78,99,7.0,NZ,light rain
318,Calbuco,-41.768,-73.1273,50.0,moderate rain,100,90,6.02,CL,moderate rain
319,Merauke,-8.4667,140.3333,75.94,heavy intensity rain,93,100,14.2,ID,heavy intensity rain
320,Cap-Aux-Meules,47.3821,-61.8597,37.4,broken clouds,87,63,3.44,CA,broken clouds
321,Hithadhoo,-0.6,73.0833,82.08,broken clouds,68,60,6.58,MV,broken clouds
322,Sambava,-14.2667,50.1667,74.57,moderate rain,93,100,11.97,MG,moderate rain
323,Shirgaon,19.7,72.7,80.04,overcast clouds,74,92,3.85,IN,overcast clouds
324,Gondanglegi,-7.7479,112.0132,72.07,clear sky,85,6,5.95,ID,clear sky
325,Portland,45.5234,-122.6762,75.0,few clouds,17,20,5.75,US,few clouds
326,Aksarka,66.5606,67.7975,21.47,overcast clouds,94,96,7.29,RU,overcast clouds
327,Huanren,41.2647,125.3667,56.82,clear sky,52,2,3.76,CN,clear sky
328,Staraya Poltavka,50.4772,46.4814,47.91,light rain,65,100,26.75,RU,light rain
329,Khor,47.8861,134.9464,43.9,clear sky,26,0,7.18,RU,clear sky
330,Bonito,-21.1211,-56.4819,77.67,few clouds,36,22,3.31,BR,few clouds
331,Acapulco,16.8634,-99.8901,84.2,scattered clouds,70,40,12.66,MX,scattered clouds
332,Karonga,-9.9333,33.9333,71.91,light rain,81,100,4.09,MW,light rain
333,Hobyo,5.3505,48.5268,83.43,overcast clouds,71,94,9.51,SO,overcast clouds
334,Ustrzyki Dolne,49.4304,22.5938,39.99,broken clouds,100,77,5.99,PL,broken clouds
335,Carmelo,-33.9892,-58.2856,72.0,clear sky,73,0,12.66,UY,clear sky
336,Saint George,37.1041,-113.5841,79.0,clear sky,9,1,4.61,US,clear sky
337,Yichang,30.7144,111.2847,61.14,overcast clouds,96,100,1.95,CN,overcast clouds
338,Hongjiang,27.11,109.9956,65.82,overcast clouds,97,97,1.45,CN,overcast clouds
339,Sosnovo-Ozerskoye,52.5249,111.5418,35.76,broken clouds,70,84,6.53,RU,broken clouds
340,Mackay,-21.15,149.2,75.2,overcast clouds,78,90,4.61,AU,overcast clouds
341,South Daytona,29.1658,-81.0045,70.0,broken clouds,78,75,6.91,US,broken clouds
342,Sal Rei,16.1833,-22.9167,69.8,broken clouds,73,75,14.97,CV,broken clouds
343,Salalah,17.0151,54.0924,82.4,clear sky,74,0,3.44,OM,clear sky
344,Faya,18.3851,42.4509,60.8,clear sky,54,0,5.12,SA,clear sky
345,Morden,49.1919,-98.1014,33.8,overcast clouds,47,100,8.05,CA,overcast clouds
346,Santa Maria,-29.6842,-53.8069,69.8,clear sky,64,0,5.75,BR,clear sky
347,Fallon,39.4735,-118.7774,73.4,scattered clouds,9,40,11.5,US,scattered clouds
348,Teguldet,57.3064,88.1667,15.82,overcast clouds,95,100,3.51,RU,overcast clouds
349,Cimislia,46.52,28.7842,42.8,clear sky,81,0,5.75,MD,clear sky
350,Lamu,-2.2717,40.902,79.77,light rain,83,97,15.28,KE,light rain
351,Saint Anthony,45.0205,-93.218,41.0,overcast clouds,33,90,11.5,US,overcast clouds
352,Jutai,-5.1833,-68.9,73.67,broken clouds,96,71,3.6,BR,broken clouds
353,Luderitz,-26.6481,15.1594,69.22,clear sky,59,8,6.62,NA,clear sky
354,Altay,47.8667,88.1167,36.73,light rain,96,100,2.8,CN,light rain
355,Ilheus,-14.7889,-39.0494,75.2,broken clouds,100,75,4.61,BR,broken clouds
356,Gorontalo,0.5412,123.0595,77.18,overcast clouds,85,100,1.77,ID,overcast clouds
357,Tautira,-17.7333,-149.15,80.6,light rain,78,75,8.05,PF,light rain
358,Mosquera,4.7059,-74.2302,55.4,scattered clouds,82,40,12.66,CO,scattered clouds
359,Vestmannaeyjar,63.4427,-20.2734,39.97,few clouds,68,22,7.92,IS,few clouds
360,Ust-Maya,60.4167,134.5333,21.36,broken clouds,82,74,4.23,RU,broken clouds
361,Lasa,46.6166,10.7002,44.01,clear sky,70,0,3.44,IT,clear sky
362,Boa Vista,2.8197,-60.6733,84.2,clear sky,48,0,5.75,BR,clear sky
363,Kongolo,-5.3833,27.0,69.89,light rain,96,100,1.63,CD,light rain
364,Sola,-13.8833,167.55,83.16,scattered clouds,75,35,15.41,VU,scattered clouds
365,Port Blair,11.6667,92.75,80.04,scattered clouds,76,35,2.73,IN,scattered clouds
366,Srednekolymsk,67.45,153.6833,35.31,clear sky,96,9,9.51,RU,clear sky
367,Tobol,52.6844,62.5794,32.95,clear sky,49,0,7.14,KZ,clear sky
368,Kashan,33.9831,51.4364,74.8,scattered clouds,21,48,2.28,IR,scattered clouds
369,Brockville,44.5834,-75.6826,44.6,overcast clouds,49,90,5.75,CA,overcast clouds
370,Amparafaravola,-17.5833,48.2167,64.92,overcast clouds,87,100,8.23,MG,overcast clouds
371,Linqiong,30.4159,103.4609,59.0,overcast clouds,100,98,1.39,CN,overcast clouds
372,Rawson,-43.3002,-65.1023,59.13,overcast clouds,86,100,10.33,AR,overcast clouds
373,Doembang Nangbuat,14.8333,100.1,82.99,overcast clouds,99,95,5.08,TH,overcast clouds
374,Parana,-31.732,-60.5238,75.0,clear sky,71,0,5.99,AR,clear sky
375,Kirensk,57.7853,108.1119,15.15,broken clouds,89,65,2.59,RU,broken clouds
376,Coahuayana,18.7333,-103.6833,82.4,clear sky,28,1,17.27,MX,clear sky
377,Emba,48.8264,58.1442,32.09,few clouds,48,19,11.56,KZ,few clouds
378,Muravlenko,63.7898,74.523,1.13,scattered clouds,98,32,4.72,RU,scattered clouds
379,Mehamn,71.0357,27.8492,41.09,broken clouds,80,66,18.16,NO,broken clouds
380,Priyutnoye,46.1011,43.5072,57.31,moderate rain,86,100,9.42,RU,moderate rain
381,Esil,51.9556,66.4042,31.5,clear sky,44,1,5.95,KZ,clear sky
382,San Jose,37.3394,-121.895,64.0,few clouds,55,20,16.11,US,few clouds
383,Marietta,33.9526,-84.5499,73.99,few clouds,30,20,5.75,US,few clouds
384,Broken Hill,-31.95,141.4333,51.8,clear sky,58,0,10.36,AU,clear sky
385,Bengkulu,-3.8004,102.2655,75.4,scattered clouds,89,49,4.12,ID,scattered clouds
386,Kutum,14.2,24.6667,76.91,clear sky,9,2,10.94,SD,clear sky
387,Shakhtinsk,49.71,72.5872,12.2,clear sky,79,0,4.47,KZ,clear sky
388,Beyla,8.6833,-8.6333,71.26,overcast clouds,87,94,2.21,GN,overcast clouds
389,Peterongan,-7.5394,112.2792,73.4,haze,88,20,4.61,ID,haze
390,Rosetta,31.4044,30.4164,62.6,clear sky,63,0,11.5,EG,clear sky
391,Panzhihua,26.5851,101.7128,59.38,clear sky,44,0,2.84,CN,clear sky
392,Saint-Pierre,-21.3393,55.4781,77.0,light rain,88,75,10.36,RE,light rain
393,Albion,42.2431,-84.753,32.0,light snow,100,90,3.69,US,light snow
394,Lishui,28.4604,119.9103,61.16,clear sky,87,6,3.02,CN,clear sky
395,Ojinaga,29.5667,-104.4167,82.4,clear sky,11,1,4.61,MX,clear sky
396,Mittagong,-34.45,150.45,63.0,broken clouds,57,55,5.01,AU,broken clouds
397,Eydhafushi,5.1033,73.0708,82.78,overcast clouds,73,99,9.86,MV,overcast clouds
398,Khatanga,71.9667,102.5,-6.3,overcast clouds,99,100,2.84,RU,overcast clouds
399,Matagami,49.7502,-77.6328,17.6,light snow,86,90,16.11,CA,light snow
400,Margate,51.3813,1.3862,48.99,few clouds,97,12,6.02,GB,few clouds
401,Port Moresby,-9.4431,147.1797,80.6,scattered clouds,89,40,5.75,PG,scattered clouds
402,Shelburne,44.0787,-80.2041,36.0,overcast clouds,74,100,9.26,CA,overcast clouds
403,Usinsk,65.9939,57.5281,28.24,broken clouds,99,72,3.83,RU,broken clouds
404,Iracoubo,5.4802,-53.2011,75.04,overcast clouds,93,100,10.96,GF,overcast clouds
405,Grajau,-5.8194,-46.1386,72.93,overcast clouds,94,89,2.64,BR,overcast clouds
406,Mogocha,53.7333,119.7667,35.46,scattered clouds,46,32,4.05,RU,scattered clouds
407,Lloydminster,53.2835,-110.0016,50.0,broken clouds,20,75,9.22,CA,broken clouds
408,Banda Aceh,5.5577,95.3222,80.33,broken clouds,79,77,7.7,ID,broken clouds
409,Marzuq,14.4,46.4667,70.36,scattered clouds,46,32,4.0,YE,scattered clouds
410,Port Hedland,-20.3167,118.5667,68.0,overcast clouds,68,96,8.05,AU,overcast clouds
411,Pinega,64.7001,43.3936,34.92,clear sky,73,9,5.26,RU,clear sky
412,Waipawa,-41.4122,175.5153,64.0,moderate rain,72,20,10.36,NZ,moderate rain
413,Kondinskoye,59.6481,67.41,27.97,few clouds,95,23,5.53,RU,few clouds
414,Meulaboh,4.1363,96.1285,76.73,overcast clouds,86,90,3.67,ID,overcast clouds
415,Snasa,64.2457,12.3778,39.74,light rain,97,100,6.4,NO,light rain
416,Calabozo,8.9242,-67.4293,88.84,scattered clouds,26,36,3.94,VE,scattered clouds
417,Itoman,26.1247,127.6694,71.6,broken clouds,68,75,16.11,JP,broken clouds
418,Spokane,47.6166,-117.3677,62.6,clear sky,17,1,10.36,US,clear sky
419,Zhigansk,66.7697,123.3711,4.96,broken clouds,94,82,5.08,RU,broken clouds
420,Ghogha,21.6833,72.2833,84.65,overcast clouds,53,100,10.31,IN,overcast clouds
421,Santa Cruz,-17.8,-63.1667,78.8,few clouds,78,20,5.75,BO,few clouds
422,La Libertad,-2.2333,-80.9,80.6,clear sky,74,0,9.22,EC,clear sky
423,Gazanjyk,39.2446,55.5154,72.12,broken clouds,35,71,21.47,TM,broken clouds
424,Zhangye,38.9342,100.4517,51.55,scattered clouds,37,32,4.41,CN,scattered clouds
425,Shaki,41.0833,47.1667,62.6,overcast clouds,72,90,6.91,AZ,overcast clouds
426,Marquette,46.5333,-87.6335,30.99,overcast clouds,71,98,8.93,US,overcast clouds
427,Bubaque,11.2833,-15.8333,77.99,few clouds,71,17,19.73,GW,few clouds
428,Nsanje,-16.92,35.262,66.11,overcast clouds,94,100,1.66,MW,overcast clouds
429,Coihaique,-45.5752,-72.0662,50.0,broken clouds,66,75,10.36,CL,broken clouds
430,Tahe,52.3333,124.7333,42.71,clear sky,52,5,2.44,CN,clear sky
431,Zhezkazgan,47.8043,67.7144,28.08,clear sky,44,0,18.3,KZ,clear sky
432,Sterling,39.0062,-77.4286,72.0,few clouds,30,20,16.11,US,few clouds
433,Gardez,33.5974,69.2259,44.2,few clouds,66,19,3.6,AF,few clouds
434,Codrington,-38.2667,141.9667,51.35,overcast clouds,61,100,8.21,AU,overcast clouds
435,Nanortalik,60.1432,-45.2371,35.04,overcast clouds,77,100,6.29,GL,overcast clouds
436,Xai-Xai,-25.0519,33.6442,68.9,clear sky,78,0,5.48,MZ,clear sky
437,Severnyy,50.677,36.5532,39.2,light rain,100,75,11.18,RU,light rain
438,San Cristobal,7.7669,-72.225,86.0,scattered clouds,62,40,8.05,VE,scattered clouds
439,Qostanay,53.1667,63.5833,28.4,clear sky,74,0,8.95,KZ,clear sky
440,Catina,37.5021,15.0872,55.0,scattered clouds,87,40,6.91,IT,scattered clouds
441,Bathsheba,13.2167,-59.5167,78.8,few clouds,61,20,18.41,BB,few clouds
442,Kisesa,-3.0833,34.15,61.7,overcast clouds,89,99,6.04,TZ,overcast clouds
443,Saint-Francois,46.4154,3.9054,48.2,clear sky,81,0,2.3,FR,clear sky
444,Tagusao,9.1924,117.8141,79.88,overcast clouds,81,100,11.05,PH,overcast clouds
445,Ostrov,57.3439,28.3537,42.8,overcast clouds,75,98,4.47,RU,overcast clouds
446,Druzhba,52.0428,33.9453,39.4,overcast clouds,94,100,7.92,UA,overcast clouds
447,Guerrero Negro,27.9769,-114.0611,69.33,clear sky,54,3,16.46,MX,clear sky
448,Djibo,14.1022,-1.6306,87.48,clear sky,11,6,5.66,BF,clear sky
449,Tessalit,20.1986,1.0114,84.27,overcast clouds,5,95,6.69,ML,overcast clouds
450,Saint-Georges,12.0564,-61.7485,78.8,few clouds,78,20,12.66,GD,few clouds
451,Lakeway,30.3638,-97.9796,70.0,clear sky,40,1,11.5,US,clear sky
452,Dunedin,-45.8742,170.5036,59.59,clear sky,56,6,0.69,NZ,clear sky
453,Necochea,-38.5473,-58.7368,66.0,clear sky,74,0,5.99,AR,clear sky
454,Togur,58.3631,82.8265,20.95,light snow,95,100,6.51,RU,light snow
455,Maragogi,-9.0122,-35.2225,77.85,broken clouds,82,62,7.29,BR,broken clouds
456,Campos Belos,-13.0367,-46.7717,69.24,scattered clouds,86,27,2.44,BR,scattered clouds
457,Vanimo,-2.6741,141.3028,80.22,overcast clouds,80,100,1.32,PG,overcast clouds
458,Eureka,40.8021,-124.1637,60.01,broken clouds,76,74,11.99,US,broken clouds
459,Sangolqui,-0.3341,-78.4522,57.2,moderate rain,88,75,2.3,EC,moderate rain
460,San Roque,36.2107,-5.3842,62.6,few clouds,77,12,11.5,ES,few clouds
461,Dicabisagan,17.0818,122.4157,77.58,moderate rain,90,100,15.17,PH,moderate rain
462,Jalu,29.0331,21.5482,62.47,scattered clouds,42,42,11.23,LY,scattered clouds
463,Nelson Bay,-32.7167,152.15,64.99,scattered clouds,52,40,9.22,AU,scattered clouds
464,Matara,5.9485,80.5353,76.6,light rain,90,93,5.95,LK,light rain
465,Mayo,38.8876,-76.5119,68.0,clear sky,48,1,14.97,US,clear sky
466,Svetlogorsk,52.6333,29.7333,41.16,overcast clouds,91,92,6.64,BY,overcast clouds
467,Tau,59.0667,5.9,43.0,scattered clouds,81,40,13.8,NO,scattered clouds
468,Aktas,49.7789,72.9608,12.2,clear sky,79,0,4.47,KZ,clear sky
469,Shingu,33.7333,135.9833,62.6,clear sky,48,0,3.44,JP,clear sky
470,Pucallpa,-8.3791,-74.5539,84.2,scattered clouds,70,40,3.44,PE,scattered clouds
471,Joshimath,30.5667,79.5667,50.92,overcast clouds,95,100,2.62,IN,overcast clouds
472,Copalau,47.6167,26.8333,48.2,clear sky,71,0,10.36,RO,clear sky
473,Arnes,60.1211,11.4663,45.0,clear sky,61,0,5.75,NO,clear sky
474,Hammerfest,70.6634,23.6821,44.6,clear sky,57,0,2.3,NO,clear sky
475,Piney Green,34.716,-77.3202,66.99,clear sky,45,1,5.75,US,clear sky
476,Padang,-0.9492,100.3543,75.2,scattered clouds,94,40,1.14,ID,scattered clouds
477,Chaozhou,23.6651,116.6379,68.0,clear sky,77,0,1.92,CN,clear sky
478,Vilhena,-12.7406,-60.1458,73.4,scattered clouds,100,40,2.3,BR,scattered clouds
479,Svetlaya,46.5389,138.3297,43.54,clear sky,43,9,7.27,RU,clear sky
480,Yinchuan,38.4681,106.2731,57.33,overcast clouds,65,94,4.0,CN,overcast clouds
481,San Quintin,30.4833,-115.95,64.63,few clouds,65,20,13.91,MX,few clouds
482,Jasdan,22.0333,71.2,82.99,overcast clouds,100,100,11.43,IN,overcast clouds
483,Pangai,-19.8,-174.35,84.2,broken clouds,70,75,9.22,TO,broken clouds
484,Liverpool,53.4106,-2.9779,51.8,scattered clouds,76,40,8.05,GB,scattered clouds
485,Catania,37.5021,15.0872,55.0,scattered clouds,87,40,6.91,IT,scattered clouds
486,Buala,-8.145,159.5921,85.41,broken clouds,72,55,5.12,SB,broken clouds
487,Altamont,42.2068,-121.7372,57.99,broken clouds,44,75,4.16,US,broken clouds
488,Hirara,24.8,125.2833,73.4,broken clouds,88,75,16.11,JP,broken clouds
489,Mahon,39.8885,4.2658,55.4,clear sky,88,0,9.22,ES,clear sky
490,Chake Chake,-5.2459,39.7666,76.59,overcast clouds,87,97,13.35,TZ,overcast clouds
491,Kurilsk,45.2333,147.8833,32.36,snow,96,100,27.56,RU,snow
492,Rodrigues Alves,-7.738,-72.6509,86.0,scattered clouds,70,40,3.44,BR,scattered clouds
493,Ayagoz,47.9714,80.4392,19.98,overcast clouds,56,91,20.02,KZ,overcast clouds
494,Mitu,1.1983,-70.1733,75.04,overcast clouds,91,94,2.26,CO,overcast clouds
495,Ust-Kuyga,70.0167,135.6,15.87,overcast clouds,90,100,4.27,RU,overcast clouds
496,Toamasina,-18.1667,49.3833,73.4,broken clouds,88,75,10.36,MG,broken clouds
497,Laguna,38.421,-121.4238,73.99,clear sky,35,1,13.8,US,clear sky
498,Nagato,34.3833,131.2,59.0,clear sky,72,0,3.44,JP,clear sky
499,Verkhnyaya Inta,65.9811,60.3094,28.6,scattered clouds,97,40,10.22,RU,scattered clouds
500,Rognan,67.0953,15.3878,43.0,scattered clouds,80,47,7.05,NO,scattered clouds
501,Cruz,-2.9178,-40.1717,77.16,broken clouds,84,70,7.02,BR,broken clouds
502,Fare,-16.7,-151.0167,81.97,scattered clouds,70,40,10.22,PF,scattered clouds
503,Cangucu,-31.395,-52.6756,70.0,clear sky,79,4,4.0,BR,clear sky
504,Wiang Sa,8.6359,99.3666,79.0,few clouds,100,20,3.44,TH,few clouds
505,Khandyga,62.6667,135.6,15.57,overcast clouds,90,100,4.38,RU,overcast clouds
506,Gamba,-2.65,10.0,77.27,broken clouds,88,59,3.33,GA,broken clouds
507,Coolum Beach,-26.5333,153.1,77.0,clear sky,74,0,9.46,AU,clear sky
508,Nuevo Casas Grandes,30.4167,-107.9167,79.0,scattered clouds,8,33,5.01,MX,scattered clouds
509,Kalanchak,46.2562,33.2907,46.99,overcast clouds,100,100,9.13,UA,overcast clouds
510,Iqaluit,63.7506,-68.5145,24.8,overcast clouds,80,90,19.57,CA,overcast clouds
511,The Valley,18.217,-63.0578,80.6,few clouds,78,20,10.36,AI,few clouds
512,Ormara,25.2088,64.6357,80.56,clear sky,69,0,11.74,PK,clear sky
513,Jijiga,9.35,42.8,65.59,scattered clouds,55,28,3.6,ET,scattered clouds
514,Sur,22.5667,59.5289,82.42,clear sky,37,3,9.86,OM,clear sky
515,Itarema,-2.9248,-39.9167,77.36,broken clouds,84,58,7.31,BR,broken clouds
516,Avera,33.194,-82.5271,73.4,clear sky,56,1,5.75,US,clear sky
517,Marechal Candido Rondon,-24.5561,-54.0567,69.3,few clouds,59,16,1.5,BR,few clouds
518,Eirunepe,-6.6603,-69.8736,74.03,moderate rain,98,92,2.8,BR,moderate rain
519,Gunjur,13.2019,-16.7339,71.82,clear sky,77,9,18.72,GM,clear sky
520,Broome,42.2506,-75.833,48.99,clear sky,61,1,13.8,US,clear sky
521,Lakki Marwat,32.6079,70.9114,65.21,scattered clouds,62,31,5.32,PK,scattered clouds
522,Muskogee,35.5834,-95.3336,44.6,overcast clouds,65,90,12.66,US,overcast clouds
523,Port Lincoln,-34.7333,135.8667,55.83,few clouds,56,15,4.16,AU,few clouds
524,Marsh Harbour,26.5412,-77.0636,79.54,overcast clouds,76,100,14.63,BS,overcast clouds
525,Atar,20.5169,-13.0499,82.11,broken clouds,14,62,4.85,MR,broken clouds
526,Rantepao,-2.9701,119.8978,66.0,overcast clouds,93,98,2.35,ID,overcast clouds
527,Neyshabur,36.2133,58.7958,64.27,scattered clouds,40,28,1.63,IR,scattered clouds
528,Morrope,-6.5417,-80.0111,71.6,clear sky,73,0,20.71,PE,clear sky
529,Bonthe,7.5264,-12.505,81.95,broken clouds,81,52,7.05,SL,broken clouds
530,Mianyang,31.4593,104.7542,57.25,overcast clouds,95,99,1.5,CN,overcast clouds
531,Marsa Matruh,31.3525,27.2453,60.8,broken clouds,67,75,13.8,EG,broken clouds
532,Pangkalanbuun,-2.6833,111.6167,73.53,light rain,87,23,2.06,ID,light rain
533,Antofagasta,-23.65,-70.4,62.6,few clouds,77,20,12.66,CL,few clouds
534,Nizhniy Kuranakh,58.8353,125.4869,27.5,broken clouds,82,84,1.88,RU,broken clouds
535,Pangody,65.85,74.4859,1.53,overcast clouds,99,90,4.63,RU,overcast clouds
536,Marco,25.9726,-81.729,81.0,clear sky,74,1,12.66,US,clear sky
537,Navolato,24.7672,-107.6944,89.01,clear sky,23,1,9.22,MX,clear sky
538,West Point,33.6076,-88.6503,75.2,clear sky,31,1,4.61,US,clear sky
539,Abu Samrah,35.3029,37.1841,66.02,scattered clouds,47,37,4.74,SY,scattered clouds
540,Apiai,-24.5094,-48.8425,55.44,few clouds,98,21,2.33,BR,few clouds
541,Kindu,-2.95,25.95,69.01,overcast clouds,98,100,2.17,CD,overcast clouds
542,Kosa,59.9445,54.9977,31.59,few clouds,77,13,1.36,RU,few clouds
543,Champerico,14.3,-91.9167,87.8,broken clouds,70,75,9.22,GT,broken clouds
544,Abonnema,4.7084,6.7931,80.46,broken clouds,80,71,4.14,NG,broken clouds
545,Anori,-3.7728,-61.6442,74.43,broken clouds,96,80,2.51,BR,broken clouds
546,Najran,17.4924,44.1277,69.8,clear sky,21,0,3.04,SA,clear sky
547,Roma,43.2128,-75.4557,44.6,overcast clouds,57,90,6.91,US,overcast clouds
548,Oktyabrskiy,54.4815,53.471,34.0,scattered clouds,56,46,4.88,RU,scattered clouds
549,Sinnamary,5.3833,-52.95,74.84,overcast clouds,92,100,11.81,GF,overcast clouds
550,Kodino,63.7198,39.6447,35.49,few clouds,69,20,4.94,RU,few clouds
551,Javornik,50.3908,17.0027,42.01,light rain,83,63,1.99,CZ,light rain
552,De-Kastri,51.4667,140.7833,34.02,broken clouds,79,62,10.31,RU,broken clouds
553,Negombo,7.2083,79.8358,78.8,moderate rain,89,40,6.91,LK,moderate rain
554,Yaan,7.3833,8.5667,82.27,overcast clouds,66,95,11.5,NG,overcast clouds
555,Hofn,64.2539,-15.2082,36.66,few clouds,45,12,9.62,IS,few clouds
556,Macau,22.2006,113.5461,73.4,clear sky,78,0,10.36,MO,clear sky
557,Buin,-33.7333,-70.75,66.2,broken clouds,63,75,13.8,CL,broken clouds
558,Westport,41.1415,-73.3579,62.01,clear sky,55,1,18.41,US,clear sky
559,Jinchang,38.4953,102.1739,52.52,broken clouds,36,53,6.17,CN,broken clouds
560,Sumbe,-11.2061,13.8437,79.02,overcast clouds,88,100,4.09,AO,overcast clouds
561,Manta,-0.95,-80.7333,78.8,scattered clouds,83,40,11.5,EC,scattered clouds
562,Pontes E Lacerda,-15.2261,-59.3353,75.07,few clouds,81,14,3.69,BR,few clouds
563,Arecibo,18.4724,-66.7157,81.0,few clouds,77,20,4.0,PR,few clouds
564,Kitimat,54.0524,-128.6534,66.0,overcast clouds,39,95,3.0,CA,overcast clouds
565,Plyussa,58.4308,29.3654,40.53,overcast clouds,84,89,2.62,RU,overcast clouds
566,Byron Bay,-28.65,153.6167,71.6,clear sky,60,0,10.36,AU,clear sky
567,Natal,-5.795,-35.2094,80.6,few clouds,78,20,8.05,BR,few clouds
568,Grand Gaube,-20.0064,57.6608,75.99,light rain,86,98,1.99,MU,light rain
569,Kieta,-6.2167,155.6333,85.17,light rain,71,31,2.21,PG,light rain
570,Fengzhen,40.4394,113.1536,52.65,overcast clouds,56,100,4.74,CN,overcast clouds
571,Umm Lajj,25.0213,37.2685,85.75,broken clouds,35,66,4.72,SA,broken clouds
572,Ploemeur,47.7333,-3.4333,52.0,clear sky,62,0,9.22,FR,clear sky
573,Owensboro,37.7742,-87.1133,51.8,broken clouds,61,75,21.85,US,broken clouds
574,Klaebu,63.2976,10.4826,41.0,moderate rain,87,90,20.71,NO,moderate rain
575,Torres,-29.3353,-49.7269,67.37,scattered clouds,83,29,7.4,BR,scattered clouds
576,Jacmel,18.2342,-72.5347,87.8,broken clouds,45,75,17.27,HT,broken clouds
577,Huancavelica,-12.7667,-74.9833,40.32,overcast clouds,81,85,3.78,PE,overcast clouds
578,Nisia Floresta,-6.0911,-35.2086,80.6,few clouds,78,20,8.05,BR,few clouds
579,Suntar,62.1444,117.6319,16.45,overcast clouds,81,100,6.29,RU,overcast clouds
580,Cururupu,-1.8283,-44.8683,73.27,overcast clouds,96,92,2.42,BR,overcast clouds
581,Thinadhoo,0.5333,72.9333,81.77,broken clouds,69,61,5.95,MV,broken clouds
582,Pangoa,-12.1167,-73.0,73.4,broken clouds,87,73,1.59,PE,broken clouds
583,Manjacaze,-24.7117,33.8828,65.32,clear sky,82,0,4.07,MZ,clear sky
584,Narasannapeta,18.4167,84.05,80.38,scattered clouds,89,33,7.78,IN,scattered clouds
585,Kayerkan,69.3497,87.7602,-11.56,broken clouds,96,68,0.74,RU,broken clouds
586,Tarija,-21.5355,-64.7296,68.0,scattered clouds,64,40,4.59,BO,scattered clouds
587,Finnsnes,69.2296,17.9811,35.6,broken clouds,80,76,4.52,NO,broken clouds
588,Taonan,45.3333,122.7833,54.77,scattered clouds,36,36,9.44,CN,scattered clouds
589,Abnub,27.2696,31.1511,82.4,clear sky,30,0,14.97,EG,clear sky
590,Ballina,-28.8667,153.5667,71.6,clear sky,60,0,10.36,AU,clear sky
591,Pochutla,15.7432,-96.4661,86.0,scattered clouds,54,40,6.91,MX,scattered clouds
592,Lerwick,60.1545,-1.1494,41.0,broken clouds,70,75,17.27,GB,broken clouds
593,Yangambi,0.8102,24.4336,68.13,overcast clouds,99,95,1.61,CD,overcast clouds
594,Praia Da Vitoria,38.7333,-27.0667,64.4,few clouds,77,20,7.16,PT,few clouds
595,Columbus,39.9612,-82.9988,50.0,overcast clouds,53,90,16.11,US,overcast clouds
596,Darhan,49.4867,105.9228,35.78,clear sky,62,0,12.35,MN,clear sky
597,Datong,40.0936,113.2914,54.48,overcast clouds,54,100,4.76,CN,overcast clouds
598,Matay,28.419,30.7792,66.83,clear sky,45,0,21.61,EG,clear sky
599,Batemans Bay,-35.7167,150.1833,57.99,clear sky,61,9,4.0,AU,clear sky
600,Zlobin,45.2924,14.6541,46.4,clear sky,81,0,2.3,HR,clear sky
601,Prudy,57.5738,46.2718,35.74,overcast clouds,57,87,12.28,RU,overcast clouds
602,Kahului,20.8947,-156.47,84.2,scattered clouds,54,40,11.5,US,scattered clouds
603,Moron,-34.6534,-58.6198,73.0,clear sky,66,8,5.01,AR,clear sky
604,Endicott,42.0984,-76.0494,48.99,clear sky,61,1,13.8,US,clear sky
605,Bandarbeyla,9.4942,50.8122,81.21,overcast clouds,78,99,3.78,SO,overcast clouds
606,Mareeba,-17.0,145.4333,73.99,moderate rain,100,90,3.44,AU,moderate rain
607,Inhambane,-23.865,35.3833,69.58,light rain,86,18,7.14,MZ,light rain
